property_name,property_sub_name,facilities,nearby,advantages,price_details,link,tags
ats triumph,"3, 4 bhk apartment in sector 104, gurgaon","['concierge service', 'swimming pool', 'changing area', 'atm', 'sauna', 'water softener plant', 'skating rink', 'wi-fi connectivity', 'property staff']","['dhanwapur road', 'dwarka expressway', 'govt. pg college', 'shree krishna hospital', 'delhi public school']","{'dhanwapur road': '1.9 km', 'dwarka expressway': '2.9 km', 'govt. pg college': '3 km', 'shree krishna hospital': '3.4 km', 'delhi public school': '3.5 km', 'basai dhankot': '4.3 km', 'the esplanade mall': '4.8 km', 'park inn': '6.9 km', 'the northcap university': '9.8 km', ""oyster's water park"": '12 km', 'iffco chowk metro station': '12.2 km', 'dlf golf and country club': '15.5 km', 'the executive centre': '16.4 km', 'indira gandhi international airport': '22.1 km'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,290 sq.ft.', 'price-range': '₹ 1.6 - 2 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,150 sq.ft.', 'price-range': '₹ 1.9 - 2.75 cr'}}",https://www.99acres.com/ats-triumph-sector-104-gurgaon-npxid-r25860,"3, 4 bhk apartment in sector 104, gurgaon ['concierge service', 'swimming pool', 'changing area', 'atm', 'sauna', 'water softener plant', 'skating rink', 'wi-fi connectivity', 'property staff'] ['dhanwapur road', 'dwarka expressway', 'govt. pg college', 'shree krishna hospital', 'delhi public school'] {'dhanwapur road': '1.9 km', 'dwarka expressway': '2.9 km', 'govt. pg college': '3 km', 'shree krishna hospital': '3.4 km', 'delhi public school': '3.5 km', 'basai dhankot': '4.3 km', 'the esplanade mall': '4.8 km', 'park inn': '6.9 km', 'the northcap university': '9.8 km', ""oyster's water park"": '12 km', 'iffco chowk metro station': '12.2 km', 'dlf golf and country club': '15.5 km', 'the executive centre': '16.4 km', 'indira gandhi international airport': '22.1 km'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,290 sq.ft.', 'price-range': '₹ 1.6 - 2 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,150 sq.ft.', 'price-range': '₹ 1.9 - 2.75 cr'}}"
ats marigold,"3 bhk apartment in sector 89 a, gurgaon","['swimming pool', 'reflexology park', 'squash court', 'shopping centre', 'lawn tennis court', 'power back up lift', 'community hall', 'basketball court', 'entrance lobby']","['dwarka expy, sector 88', 'genesis hospital', 'euro int school, sector 37d, gurugram', 'reliance trends newtown square mall', 'sgt university']","{'dwarka expy, sector 88': '1.5 km', 'genesis hospital': '4 km', 'euro int school, sector 37d, gurugram': '5.1 km', 'reliance trends newtown square mall': '5.9 km', 'sgt university': '9 km', 'indira gandhi intl airport': '30.2 km'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,750 - 2,650 sq.ft.', 'price-range': '₹ 1.45 - 2.35 cr'}}",https://www.99acres.com/ats-marigold-sector-89-a-gurgaon-npxid-r10548,"3 bhk apartment in sector 89 a, gurgaon ['swimming pool', 'reflexology park', 'squash court', 'shopping centre', 'lawn tennis court', 'power back up lift', 'community hall', 'basketball court', 'entrance lobby'] ['dwarka expy, sector 88', 'genesis hospital', 'euro int school, sector 37d, gurugram', 'reliance trends newtown square mall', 'sgt university'] {'dwarka expy, sector 88': '1.5 km', 'genesis hospital': '4 km', 'euro int school, sector 37d, gurugram': '5.1 km', 'reliance trends newtown square mall': '5.9 km', 'sgt university': '9 km', 'indira gandhi intl airport': '30.2 km'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,750 - 2,650 sq.ft.', 'price-range': '₹ 1.45 - 2.35 cr'}}"
signature global city 37d ph 2,"2, 3 bhk independent floor in sector 37d, gurgaon","['swimming pool', 'shopping centre', 'sun deck', 'yoga/meditation area', 'sewage treatment plant', 'jogging track', 'rain water harvesting', 'club house', '24/7 power backup']","['medanta-the medicity', 'park hospital', 'sgt hospital 1', 'dwarka expressway', 'pataudi road']","{'medanta-the medicity': '9 km', 'park hospital': '800 m', 'sgt hospital 1': '1 km', 'dwarka expressway': '2 km', 'pataudi road': '1 km', 'euro international school': '800 m', 'suncity school': '800 m', 'green field school': '1 km', 'narayana e techno': '1 km', 'alpine convent school': '1.5 km', 'little e step –pre school': '1 km', 'sheetla mata mandir': '11 km'}","{'2 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,050 sq.ft.', 'price-range': '₹ 90 l'}, '3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,305 - 1,470 sq.ft.', 'price-range': '₹ 1 - 1.15 cr'}}",https://www.99acres.com/signature-global-city-37d-ph-2-sector-37d-gurgaon-npxid-r396484,"2, 3 bhk independent floor in sector 37d, gurgaon ['swimming pool', 'shopping centre', 'sun deck', 'yoga/meditation area', 'sewage treatment plant', 'jogging track', 'rain water harvesting', 'club house', '24/7 power backup'] ['medanta-the medicity', 'park hospital', 'sgt hospital 1', 'dwarka expressway', 'pataudi road'] {'medanta-the medicity': '9 km', 'park hospital': '800 m', 'sgt hospital 1': '1 km', 'dwarka expressway': '2 km', 'pataudi road': '1 km', 'euro international school': '800 m', 'suncity school': '800 m', 'green field school': '1 km', 'narayana e techno': '1 km', 'alpine convent school': '1.5 km', 'little e step –pre school': '1 km', 'sheetla mata mandir': '11 km'} {'2 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,050 sq.ft.', 'price-range': '₹ 90 l'}, '3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,305 - 1,470 sq.ft.', 'price-range': '₹ 1 - 1.15 cr'}}"
dlf alameda,"3 bhk villa, land, 3, 4, 5 bhk independent floor in sector 73, gurgaon","['clinic', 'swimming pool', 'medical centre', 'school', 'card room', 'restaurant', 'squash court', 'theatre', 'gazebo']","['captain chandan lal marg', 'cd international school', 'badshahpur sohna rd hwy', 'park hospital', 'raheja mall']","{'captain chandan lal marg': '2 km', 'cd international school': '2.4 km', 'badshahpur sohna rd hwy': '4.7 km', 'park hospital': '5.2 km', 'raheja mall': '5.8 km', 'sushant university': '12.4 km', 'basai dhankot railway station': '13.3 km', 'indira gandhi intl airport': '23.6 km'}","{'3 bhk': {'building_type': 'villa', 'area_type': 'built-up area', 'area': '5,843.51 sq.ft.', 'price-range': '₹ 7.79 cr'}, '4 bhk': {'building_type': 'independent floor', 'area_type': 'super built-up area', 'area': '3,750 - 4,700 sq.ft.', 'price-range': '₹ 4.3 - 6.27 cr'}, '5 bhk': {'building_type': 'independent floor', 'area_type': 'super built-up area', 'area': '5,511.12 - 6,240.26 sq.ft.', 'price-range': '₹ 7.35 - 8.32 cr'}, 'land': {'building_type': '', 'area_type': 'plot area', 'area': '1,345 - 6,670 sq.ft.', 'price-range': '₹ 2.75 - 15.56 cr'}}",https://www.99acres.com/dlf-alameda-sector-73-gurgaon-npxid-r1229,"3 bhk villa, land, 3, 4, 5 bhk independent floor in sector 73, gurgaon ['clinic', 'swimming pool', 'medical centre', 'school', 'card room', 'restaurant', 'squash court', 'theatre', 'gazebo'] ['captain chandan lal marg', 'cd international school', 'badshahpur sohna rd hwy', 'park hospital', 'raheja mall'] {'captain chandan lal marg': '2 km', 'cd international school': '2.4 km', 'badshahpur sohna rd hwy': '4.7 km', 'park hospital': '5.2 km', 'raheja mall': '5.8 km', 'sushant university': '12.4 km', 'basai dhankot railway station': '13.3 km', 'indira gandhi intl airport': '23.6 km'} {'3 bhk': {'building_type': 'villa', 'area_type': 'built-up area', 'area': '5,843.51 sq.ft.', 'price-range': '₹ 7.79 cr'}, '4 bhk': {'building_type': 'independent floor', 'area_type': 'super built-up area', 'area': '3,750 - 4,700 sq.ft.', 'price-range': '₹ 4.3 - 6.27 cr'}, '5 bhk': {'building_type': 'independent floor', 'area_type': 'super built-up area', 'area': '5,511.12 - 6,240.26 sq.ft.', 'price-range': '₹ 7.35 - 8.32 cr'}, 'land': {'building_type': '', 'area_type': 'plot area', 'area': '1,345 - 6,670 sq.ft.', 'price-range': '₹ 2.75 - 15.56 cr'}}"
experion windchants,"2, 3, 4, 5 bhk apartment, 4 bhk villa in sector 112, gurgaon","['mini theatre', 'air hockey', 'foosball', 'natural pond', 'swimming pool', 'reading lounge', 'conference room', 'solar lighting', 'card room']","['first step play school', 'jai sai ram hospital', 'sri ma montessori international', 'dwaraka expressway', 'gurgaon railway station']","{'first step play school': '0.16 km', 'jai sai ram hospital': '0.6 km', 'sri ma montessori international': '1.4 km', 'dwaraka expressway': '1.2 km', 'gurgaon railway station': '5.2 km', 'ansal plaza': '5.3 km', 'igi airport': '16.4 km', 'park hospital': '3.7 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,441 sq.ft.', 'price-range': '₹ 2.7 - 2.8 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,802 - 3,763 sq.ft.', 'price-range': '₹ 2.97 - 4.4 cr'}, '4 bhk': {'building_type': 'villa', 'area_type': 'built-up area', 'area': '6,350 - 7,400 sq.ft.', 'price-range': '₹ 7.99 - 8.49 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '8,515 sq.ft.', 'price-range': '₹ 8.99 cr'}}",https://www.99acres.com/experion-windchants-sector-112-gurgaon-npxid-r4342,"2, 3, 4, 5 bhk apartment, 4 bhk villa in sector 112, gurgaon ['mini theatre', 'air hockey', 'foosball', 'natural pond', 'swimming pool', 'reading lounge', 'conference room', 'solar lighting', 'card room'] ['first step play school', 'jai sai ram hospital', 'sri ma montessori international', 'dwaraka expressway', 'gurgaon railway station'] {'first step play school': '0.16 km', 'jai sai ram hospital': '0.6 km', 'sri ma montessori international': '1.4 km', 'dwaraka expressway': '1.2 km', 'gurgaon railway station': '5.2 km', 'ansal plaza': '5.3 km', 'igi airport': '16.4 km', 'park hospital': '3.7 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,441 sq.ft.', 'price-range': '₹ 2.7 - 2.8 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,802 - 3,763 sq.ft.', 'price-range': '₹ 2.97 - 4.4 cr'}, '4 bhk': {'building_type': 'villa', 'area_type': 'built-up area', 'area': '6,350 - 7,400 sq.ft.', 'price-range': '₹ 7.99 - 8.49 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '8,515 sq.ft.', 'price-range': '₹ 8.99 cr'}}"
saan verdante,"3, 4 bhk apartment in sector 95, gurgaon","['automated car wash', 'swimming pool', 'laundry', 'reading lounge', 'card room', 'restaurant', 'piped gas', 'property staff', 'cafeteria']","['proposed metro station', 'dwarka expressway', 'nh-8', 'delhi international airport', 'kmp corridor']","{'proposed metro station': '10min', 'dwarka expressway': '5 min', 'nh-8': '7 min', 'delhi international airport': '30 min', 'kmp corridor': '10min'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,965 - 2,990 sq.ft.', 'price-range': '₹ 1.97 - 2.99 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,062 - 4,000 sq.ft.', 'price-range': '₹ 3.06 - 4 cr'}}",https://www.99acres.com/saan-verdante-sector-95-gurgaon-npxid-r146207,"3, 4 bhk apartment in sector 95, gurgaon ['automated car wash', 'swimming pool', 'laundry', 'reading lounge', 'card room', 'restaurant', 'piped gas', 'property staff', 'cafeteria'] ['proposed metro station', 'dwarka expressway', 'nh-8', 'delhi international airport', 'kmp corridor'] {'proposed metro station': '10min', 'dwarka expressway': '5 min', 'nh-8': '7 min', 'delhi international airport': '30 min', 'kmp corridor': '10min'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,965 - 2,990 sq.ft.', 'price-range': '₹ 1.97 - 2.99 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,062 - 4,000 sq.ft.', 'price-range': '₹ 3.06 - 4 cr'}}"
4s aradhya homes,"4 bhk independent floor in sector 67a, gurgaon","['swimming pool', 'bar/chill-out lounge', 'terrace garden', 'piped gas', 'cafeteria', 'table tennis', 'badminton court', 'jogging track', 'club house']","['airia mall', 'sohna road', 'de adventure park', 'vega schools sector 48', 'lemon tree hotel, sohna road']","{'airia mall': '4.6 km', 'sohna road': '5.2 km', 'de adventure park': '5.3 km', 'vega schools sector 48': '5.4 km', 'lemon tree hotel, sohna road': '5.8 km', 'southern peripheral road': '6.2 km', 'kiit college of engineering': '6.3 km', 'golf course ext road': '6.6 km', 'cloudnine hospital sector 47': '7.9 km', 'pvr drive in theatre': '8.1 km', 'indira gandhi international airport': '27.5 km'}","{'4 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '2,100 - 2,200 sq.ft.', 'price-range': '₹ 2.39 - 2.57 cr'}}",https://www.99acres.com/4s-aradhya-homes-sector-67a-gurgaon-npxid-r374154,"4 bhk independent floor in sector 67a, gurgaon ['swimming pool', 'bar/chill-out lounge', 'terrace garden', 'piped gas', 'cafeteria', 'table tennis', 'badminton court', 'jogging track', 'club house'] ['airia mall', 'sohna road', 'de adventure park', 'vega schools sector 48', 'lemon tree hotel, sohna road'] {'airia mall': '4.6 km', 'sohna road': '5.2 km', 'de adventure park': '5.3 km', 'vega schools sector 48': '5.4 km', 'lemon tree hotel, sohna road': '5.8 km', 'southern peripheral road': '6.2 km', 'kiit college of engineering': '6.3 km', 'golf course ext road': '6.6 km', 'cloudnine hospital sector 47': '7.9 km', 'pvr drive in theatre': '8.1 km', 'indira gandhi international airport': '27.5 km'} {'4 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '2,100 - 2,200 sq.ft.', 'price-range': '₹ 2.39 - 2.57 cr'}}"
yash vihar,"land in pataudi, gurgaon","['solar lighting', 'pergola', 'skating rink', 'fountain', 'shopping centre', 'cricket pitch', 'amphitheatre', 'sewage treatment plant', 'cctv camera security']","['city hospital', 'nh 352w, pataudi', 'pathfinder global school, pataudi', 'vistar complex', 'bml munjal university (bmu)']","{'city hospital': '2.6 km', 'nh 352w, pataudi': '2.4 km', 'pathfinder global school, pataudi': '3.2 km', 'vistar complex': '3.4 km', 'bml munjal university (bmu)': '14.5 km', 'indira gandhi intl airport': '54.5 km'}","{'land': {'building_type': '', 'area_type': 'plot area', 'area': '827.96 - 1,307.6 sq.ft.', 'price-range': '₹ 34.96 - 55.22 l'}}",https://www.99acres.com/yash-vihar-pataudi-gurgaon-npxid-r371696,"land in pataudi, gurgaon ['solar lighting', 'pergola', 'skating rink', 'fountain', 'shopping centre', 'cricket pitch', 'amphitheatre', 'sewage treatment plant', 'cctv camera security'] ['city hospital', 'nh 352w, pataudi', 'pathfinder global school, pataudi', 'vistar complex', 'bml munjal university (bmu)'] {'city hospital': '2.6 km', 'nh 352w, pataudi': '2.4 km', 'pathfinder global school, pataudi': '3.2 km', 'vistar complex': '3.4 km', 'bml munjal university (bmu)': '14.5 km', 'indira gandhi intl airport': '54.5 km'} {'land': {'building_type': '', 'area_type': 'plot area', 'area': '827.96 - 1,307.6 sq.ft.', 'price-range': '₹ 34.96 - 55.22 l'}}"
smart world orchard,"2, 3 bhk apartment in sector 61, gurgaon","['mini theatre', 'swimming pool', 'lounge', 'bar/chill-out lounge', 'medical centre', 'conference room', 'salon', 'aerobics centre', 'visitors parking']","['golf course ext road', 'sector 55-56 metro station', 'bestech central square mall', 'orchids the international school', 'sushant university']","{'golf course ext road': '1.1 km', 'sector 55-56 metro station': '1.9 km', 'bestech central square mall': '2.5 km', 'orchids the international school': '3.1 km', 'sushant university': '3.5 km', 'marengo asia hospitals': '8.8 km', 'badshahpur sohna rd hwy': '12.5 km', 'gurgaon railway station': '16 km', 'indira gandhi intl airport': '19.3 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,100 - 1,250 sq.ft.', 'price-range': '₹ 1.65 - 1.88 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,500 - 1,800 sq.ft.', 'price-range': '₹ 2.25 - 2.7 cr'}}",https://www.99acres.com/smart-world-orchard-sector-61-gurgaon-npxid-r376088,"2, 3 bhk apartment in sector 61, gurgaon ['mini theatre', 'swimming pool', 'lounge', 'bar/chill-out lounge', 'medical centre', 'conference room', 'salon', 'aerobics centre', 'visitors parking'] ['golf course ext road', 'sector 55-56 metro station', 'bestech central square mall', 'orchids the international school', 'sushant university'] {'golf course ext road': '1.1 km', 'sector 55-56 metro station': '1.9 km', 'bestech central square mall': '2.5 km', 'orchids the international school': '3.1 km', 'sushant university': '3.5 km', 'marengo asia hospitals': '8.8 km', 'badshahpur sohna rd hwy': '12.5 km', 'gurgaon railway station': '16 km', 'indira gandhi intl airport': '19.3 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,100 - 1,250 sq.ft.', 'price-range': '₹ 1.65 - 1.88 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,500 - 1,800 sq.ft.', 'price-range': '₹ 2.25 - 2.7 cr'}}"
dlf the camellias,"4, 5, 6 bhk apartment in sector 42, gurgaon","['concierge service', 'swimming pool', 'golf course', 'visitors parking', 'restaurant', 'waiting lounge', 'sauna', 'spa', 'water softener plant']","['sector 42-43 rapid metro', 'sector 53-54 rapid metro', 'bank of baroda', 'hdfc bank atm', 'muincipal corporation of gurugram']","{'sector 42-43 rapid metro': '1.8 km', 'sector 53-54 rapid metro': '2.2 km', 'bank of baroda': '2.5 km', 'hdfc bank atm': '2.5 km', 'muincipal corporation of gurugram': '2.6 km', 'one horizon center bus stop': '2.7 km', 'shalom hills international school': '3.3 km', 'satyam medicare hospital': '3.5 km', 'anand preschool': '3.7 km', 'choice pharmacy': '3.9 km', 'qutub plaza': '4.2 km', 'sunset point': '4.4 km', 'epf regional office': '5.7 km', 'iffco chowk': '6.6 km', 'kingdom of dreams': '7.4 km'}","{'4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '7,196 - 7,685 sq.ft.', 'price-range': '₹ 40 - 46.88 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '9,000 - 13,000 sq.ft.', 'price-range': '₹ 48.65 - 72.37 cr'}, '6 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '11,000 - 16,500 sq.ft.', 'price-range': '₹ 59.46 - 97.35 cr'}}",https://www.99acres.com/dlf-the-camellias-sector-42-gurgaon-npxid-r129601,"4, 5, 6 bhk apartment in sector 42, gurgaon ['concierge service', 'swimming pool', 'golf course', 'visitors parking', 'restaurant', 'waiting lounge', 'sauna', 'spa', 'water softener plant'] ['sector 42-43 rapid metro', 'sector 53-54 rapid metro', 'bank of baroda', 'hdfc bank atm', 'muincipal corporation of gurugram'] {'sector 42-43 rapid metro': '1.8 km', 'sector 53-54 rapid metro': '2.2 km', 'bank of baroda': '2.5 km', 'hdfc bank atm': '2.5 km', 'muincipal corporation of gurugram': '2.6 km', 'one horizon center bus stop': '2.7 km', 'shalom hills international school': '3.3 km', 'satyam medicare hospital': '3.5 km', 'anand preschool': '3.7 km', 'choice pharmacy': '3.9 km', 'qutub plaza': '4.2 km', 'sunset point': '4.4 km', 'epf regional office': '5.7 km', 'iffco chowk': '6.6 km', 'kingdom of dreams': '7.4 km'} {'4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '7,196 - 7,685 sq.ft.', 'price-range': '₹ 40 - 46.88 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '9,000 - 13,000 sq.ft.', 'price-range': '₹ 48.65 - 72.37 cr'}, '6 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '11,000 - 16,500 sq.ft.', 'price-range': '₹ 59.46 - 97.35 cr'}}"
birla navya avik,"3, 4 bhk apartment in sector 63a, gurgaon","['football', 'skating rink', 'cricket pitch', 'amphitheatre', 'basketball court', 'badminton court', 'yoga/meditation area', 'gymnasium', 'landscape garden']","['gaytri public school', 'kiit college', 'spm hospital', 'worldmark gurgaon', 'sealdah railway station']","{'gaytri public school': '1.7km', 'kiit college': '9.2km', 'spm hospital': '2.7km', 'worldmark gurgaon': '3.8km', 'sealdah railway station': '5.7km', 'nh 248a': '11.4km', 'international airport': '22.6km', 'sector 55-56 metro station': '5.2km'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,225 - 1,372 sq.ft.', 'price-range': '₹ 3.15 - 3.53 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,737 - 2,040 sq.ft.', 'price-range': '₹ 4.69 - 5.51 cr'}}",https://www.99acres.com/birla-navya-avik-sector-63a-gurgaon-npxid-r409743,"3, 4 bhk apartment in sector 63a, gurgaon ['football', 'skating rink', 'cricket pitch', 'amphitheatre', 'basketball court', 'badminton court', 'yoga/meditation area', 'gymnasium', 'landscape garden'] ['gaytri public school', 'kiit college', 'spm hospital', 'worldmark gurgaon', 'sealdah railway station'] {'gaytri public school': '1.7km', 'kiit college': '9.2km', 'spm hospital': '2.7km', 'worldmark gurgaon': '3.8km', 'sealdah railway station': '5.7km', 'nh 248a': '11.4km', 'international airport': '22.6km', 'sector 55-56 metro station': '5.2km'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,225 - 1,372 sq.ft.', 'price-range': '₹ 3.15 - 3.53 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,737 - 2,040 sq.ft.', 'price-range': '₹ 4.69 - 5.51 cr'}}"
adani samsara avasa,"3, 4 bhk apartment in sector 63, gurgaon","['natural pond', 'swimming pool', 'terrace garden', 'pergola', 'sauna', 'spa', 'fountain', 'sun deck', 'video door security']","['paras trinity mall', 'lemon tree hotel', 'heritage xperiential learning school', 'sector 55-56 metro station', 'sushant university']","{'paras trinity mall': '280 meter', 'lemon tree hotel': '1 km', 'heritage xperiential learning school': '1.2 km', 'sector 55-56 metro station': '3.8 km', 'sushant university': '5.4 km', 'badshahpur sohna rd hwy': '6 km', 'ck birla hospital, gurgaon': '6.2 km', 'de adventure park': '6.8 km', 'tau devilal sports complex': '9.8 km', 'golf pavilion': '10 km', 'gurgaon railway station': '16.1 km', 'indira gandhi intl airport': '21.8 km', 'capital cyberscape': '1.7 km'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,627.7 - 1,675.87 sq.ft.', 'price-range': '₹ 4.2 - 4.32 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,361 - 2,232.84 sq.ft.', 'price-range': '₹ 3.5 - 7.38 cr'}}",https://www.99acres.com/adani-samsara-avasa-sector-63-gurgaon-npxid-r403842,"3, 4 bhk apartment in sector 63, gurgaon ['natural pond', 'swimming pool', 'terrace garden', 'pergola', 'sauna', 'spa', 'fountain', 'sun deck', 'video door security'] ['paras trinity mall', 'lemon tree hotel', 'heritage xperiential learning school', 'sector 55-56 metro station', 'sushant university'] {'paras trinity mall': '280 meter', 'lemon tree hotel': '1 km', 'heritage xperiential learning school': '1.2 km', 'sector 55-56 metro station': '3.8 km', 'sushant university': '5.4 km', 'badshahpur sohna rd hwy': '6 km', 'ck birla hospital, gurgaon': '6.2 km', 'de adventure park': '6.8 km', 'tau devilal sports complex': '9.8 km', 'golf pavilion': '10 km', 'gurgaon railway station': '16.1 km', 'indira gandhi intl airport': '21.8 km', 'capital cyberscape': '1.7 km'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,627.7 - 1,675.87 sq.ft.', 'price-range': '₹ 4.2 - 4.32 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,361 - 2,232.84 sq.ft.', 'price-range': '₹ 3.5 - 7.38 cr'}}"
dlf the crest,"2, 3, 4, 5 bhk apartment in sector 54, gurgaon","['swimming pool', 'bar/chill-out lounge', 'flower garden', 'reading lounge', 'salon', 'card room', 'solar water heating', 'restaurant', 'spa']","['golf course road', 'sector 53-54 metro station', 'sushant university', 'doubletree by hilton hotel', 'paras hospitals, gurgaon']","{'golf course road': '1.1 km', 'sector 53-54 metro station': '2.7 km', 'sushant university': '3.2 km', 'doubletree by hilton hotel': '3.7 km', 'paras hospitals, gurgaon': '4.8 km', 'ardee mall': '5.5 km', 'shiv nadar school': '5.6 km', 'dlf golf and country club': '6 km', 'nh 148a': '8 km', ""lingaya's lalita devi institute"": '10.2 km', 'asf insignia sez': '10.4 km', 'tau devilal sports complex': '11.2 km', 'gurgaon railway station': '15.4 km', 'indira gandhi international airport': '17.5 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,246 - 2,370 sq.ft.', 'price-range': '₹ 7.8 - 8.42 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,651 - 3,518 sq.ft.', 'price-range': '₹ 9.3 - 12.34 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,081 - 4,969 sq.ft.', 'price-range': '₹ 9.5 - 15.32 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '6,147 sq.ft.', 'price-range': '₹ 18.44 cr'}}",https://www.99acres.com/dlf-the-crest-sector-54-gurgaon-npxid-r8664,"2, 3, 4, 5 bhk apartment in sector 54, gurgaon ['swimming pool', 'bar/chill-out lounge', 'flower garden', 'reading lounge', 'salon', 'card room', 'solar water heating', 'restaurant', 'spa'] ['golf course road', 'sector 53-54 metro station', 'sushant university', 'doubletree by hilton hotel', 'paras hospitals, gurgaon'] {'golf course road': '1.1 km', 'sector 53-54 metro station': '2.7 km', 'sushant university': '3.2 km', 'doubletree by hilton hotel': '3.7 km', 'paras hospitals, gurgaon': '4.8 km', 'ardee mall': '5.5 km', 'shiv nadar school': '5.6 km', 'dlf golf and country club': '6 km', 'nh 148a': '8 km', ""lingaya's lalita devi institute"": '10.2 km', 'asf insignia sez': '10.4 km', 'tau devilal sports complex': '11.2 km', 'gurgaon railway station': '15.4 km', 'indira gandhi international airport': '17.5 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,246 - 2,370 sq.ft.', 'price-range': '₹ 7.8 - 8.42 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,651 - 3,518 sq.ft.', 'price-range': '₹ 9.3 - 12.34 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,081 - 4,969 sq.ft.', 'price-range': '₹ 9.5 - 15.32 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '6,147 sq.ft.', 'price-range': '₹ 18.44 cr'}}"
